,Unnamed: 0.1,Unnamed: 0,price,artist,fame,title,yearCreation,signed,condition,period,movement
146,146,146,2.500 USD,Dennis Hollingsworth,103.0,Oboja Negra,2006,Signed by artist on bottom right,"The work is in excellent condition, direct from the publisher.",Contemporary,Abstract
147,147,147,15.000 USD,Judy Chicago,174.0,Mary Queen of Scots,1973,Signed by artist on the reverse,"The work is in excellent condition, direct from the publisher.",Contemporary,Feminist Art 
148,148,148,135.000 USD,Vija Celmins,136.0,"Untitled (Desert), Untitled (Ocean), Untitled (Sky), Untitled (Galaxy)",1975,Signed by artist on bottom right,"The work is in excellent condition, direct from the publisher.",Contemporary,Photorealism
149,149,149,15.000 USD,John Baldessari,128.0,Engravings with Sounds: Sniffle,2015,Signed by artist on front,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
150,150,150,50.000 USD,Ed  Ruscha,173.0,IF,2000,Signed and dated by artist on bottom right,"The work is in excellent condition, direct from the publisher. It is offered unframed.",Contemporary,Pop Art
151,151,151,4.500 USD,Joe Goode,86.0,Untitled (028C),1971,"Signed, dated, and numbered by artist on bottom","The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
152,152,152,9.500 USD,Robert Indiana,166.0,"Seasons of Hope, Spring",2012,"Signed, dated, and numbered in pencil recto",Excellent condition.,Contemporary,Pop Art
153,153,153,9.500 USD,Robert Indiana,166.0,"Seasons of Hope, Summer",2012,"Signed, dated and numbered in pencil recto",Excellent condition.,Contemporary,Pop Art
154,154,154,5.000 USD,Sterling Ruby,124.0,Carvings 5 ,2006,[nan],No obvious signs of damage or wear.Not examined out of frame.,Contemporary,Abstract
155,155,155,3.000 USD,Donald Sultan,129.0,"Fruit and Flowers, Yellow Roses",1992,"Numbered on bottom right.Titled, dated and initialed along left side.",Slight oxidation of paper at edges.Minor nicks and scratches to metal frame.Not examined outside of frame.,Post-War,Expressionism
156,156,156,3.000 USD,Donald Sultan,129.0,"Fruit and Flowers III, Yellow Peppers",1993,"Signed, titled, dated and numbered in pencil recto ",Slight oxidation of paper at edges.Minor nicks and scratches to metal frame.Two corners of frame are misaligned.Not examined outside of frame.,Post-War,Pop Art
157,157,157,3.000 USD,Donald Sultan,129.0,"Fruit and Flowers, Roses",1992,"Signed, titled, dated and numbered in pencil recto ",Slight oxidation of paper at edges.Minor nicks and scratches to metal frame.Not examined outside of frame.,Post-War,Pop Art
158,158,158,3.000 USD,Donald Sultan,129.0,"Fruit and Flowers III, Acanthus",1992,"Signed, titled, dated and numbered in pencil recto ",Slight oxidation of paper at edges.Minor nicks and scratches to metal frame.Not examined outside of frame.,Post-War,Minimalism
159,159,159,5.000 USD,Sterling Ruby,124.0,Carvings 4 ,2006,[nan],No obvious signs of wear or damage.Not examined out of frame.,Contemporary,Abstract
160,160,160,9.500 USD,Robert Indiana,166.0,"Seasons of Hope, Winter",2012,"Signed, dated and numbered in pencil recto",Excellent condition.,Contemporary,Pop Art
161,161,161,9.500 USD,Robert Indiana,166.0,"Seasons of Hope, Autumn",2012,"Signed, dated and numbered in pencil recto",Excellent condition.,Contemporary,Pop Art
162,162,162,3.000 USD,Donald Sultan,129.0,"Fruit and Flowers, Calla Lillies",1992,"Initialed, titled, dated and numbered in pencil recto ",Slight oxidation of paper at edges and where tape is adhered to top corners.Minor nicks and scratches to metal frame.Not examined outside of frame.,Post-War,Pop Art
163,163,163,5.000 USD,Sterling Ruby,124.0,Carvings 2,2006,[nan],No obvious signs of wear or damage.Not examined out of frame.,Contemporary,Abstract
164,164,164,3.000 USD,Donald Sultan,129.0,"Fruit and Flowers III, Five Pears, a Lemon, and an Egg",1994,"Signed, titled, dated and numbered in pencil recto ",Slight oxidation of paper at edges.Minor nicks and scratches to metal frame.Not examined outside of frame.,Post-War,Pop Art
165,165,165,9.500 USD,Robert Indiana,166.0,"Seasons of Hope, Autumn",2012,"Signed, dated and numbered in pencil recto",No obvious signs of damage or wear.,Contemporary,Pop Art
166,166,166,3.000 USD,Donald Sultan,129.0,"Fruit and Flowers III, Pomegranates",1994,"Initialed, titled, dated and numbered in pencil recto ",Minor nicks and scratches to metal frame.Not examined out of frame.,Post-War,Pop Art
167,167,167,5.000 USD,Sterling Ruby,124.0,Carvings 3 ,2006,[nan],No obvious signs of damage or wear.Not examined out of frame.,Contemporary,Abstract
168,168,168,9.500 USD,Robert Indiana,166.0,"Seasons of Hope, Winter",2012,"Signed, dated and numbered on bottom",No obvious signs of damage or wear.Unframed.,Contemporary,Pop Art
169,169,169,5.000 USD,Sterling Ruby,124.0,Carvings 1,2006,[nan],No obvious signs of wear or damage.Not examined out of frame.,Contemporary,Abstract
170,170,170,3.000 USD,Donald Sultan,129.0,"Fruit and Flowers III, Two Pears, a Lemon, and an Egg",1994,"Signed, titled, dated and numbered in pencil recto ",Slight oxidation of paper at edges.Minor nicks and scratches to metal frame.Not examined outside of frame.,Post-War,Pop Art
171,171,171,2.000 USD,Richard Bernstein,0.0,Candy Darling,1968,The Estate of Richard Bernstein stamp on verso,The work is in excellent condition.,Contemporary,Pop Art
172,172,172,3.000 USD,Richard Bernstein,0.0,Ruby,1977,"Signed, titled, numbered and dated on the front in pencil",The work is in excellent condition.,Contemporary,Pop Art
173,173,173,5.000 USD,Richard Bernstein,0.0,Iggy Pop,1970,Signed by artist,The work is in excellent condition.,Contemporary,Pop Art
174,174,174,1.500 USD,Richard Bernstein,0.0,Mick Jagger Newspaper,1969,The Estate of Richard Bernstein stamp on verso,The work is in excellent condition.,Contemporary,Pop Art
175,175,175,4.000 USD,Richard Bernstein,0.0,Muse (Pat Cleveland),1975,The Estate of Richard Bernstein stamp on verso,The work is in excellent condition.,Contemporary,Pop Art
176,176,176,6.000 USD,Richard Bernstein,0.0,Picasso Pixels,1998,"Signed, titled, numbered and dated on the front in pencil",The work is in excellent condition.,Contemporary,Pop Art
177,177,177,4.000 USD,Richard Bernstein,0.0,Nude Beatles,1968,The Estate of Richard Bernstein stamp on verso,The work is in excellent condition.,Contemporary,Pop Art
178,178,178,3.000 USD,Richard Bernstein,0.0,Diamond,1977,"Signed, titled, numbered and dated on the front in pencil",The work is in excellent condition.,Contemporary,Pop Art
179,179,179,6.000 USD,Allan Sekula,142.0,Abandoned Dover Marine Station,1996-2003,[nan],Good overall condition.Not examined out of frame.,Contemporary,Realism
180,180,180,10.000 USD,Hossein Edalatkhah,0.0,Belle Watling (Pink Whores) ,2021,Signed and dated on the reverse,The work is in excellent condition.,Contemporary,Expressionism
181,181,181,12.500 USD,Hossein Edalatkhah,0.0,Dancing Shadows,2018,Signed and dated bottom right,The work is in excellent condition.,Contemporary,Organic/Biomorphic Abstraction
182,182,182,4.375 USD,Hossein Edalatkhah,0.0,Entitled,2020,Signed on the reverse,The work is in excellent condition.,Contemporary,Expressionism
183,183,183,4.375 USD,Hossein Edalatkhah,0.0,Entitled the Second,2020,Signed on the reverse,The work is in excellent condition.,Contemporary,Expressionism
184,184,184,4.375 USD,Hossein Edalatkhah,0.0,Shahmaran,2020,Signed on the reverse,This work is in excellent condition.,Contemporary,Expressionism
185,185,185,10.000 USD,Hossein Edalatkhah,0.0,Pandora’s Garden,2019,Signed and dated on the reverse,The work is in excellent condition.,Contemporary,Expressionism
186,186,186,2.000 USD,Barbara Morgan,0.0,"Martha Graham,  Ekstasis",1935,"Embossed signature, title, and date in pencil in the margin.","This print, on paper with an eggshell surface, is in generally excellent condition. There is a very faint handling crease visible only in high raking light at the center right. The work is offered unframed.",Modern,Performance Art
187,187,187,1.000 USD,Barbara Morgan,0.0,"Martha Graham, Ekstasis ",1935,"Embossed signature, title, and date in pencil in the margin.","This print, on paper with an eggshell surface, is in generally excellent condition. There are faint gray adhesions that are slightly tacky in the upper left margin. The work is offered unframed.",Modern,Performance Art
188,188,188,2.000 USD,Barbara Morgan,0.0,"Martha Graham, Satyric Festival Song",1940,"Embossed signature, date, and annotation ‘Martha Graham’ in pencil in the margin.","This print, on paper with an eggshell surface, is in generally excellent condition. There are adhesive remnants on the mount. On the reverse of the mount, the following is written in pencil in an unidentified hand: ‘Photographed by Barbara Morgan / Martha Graham, Satyric Festival Song 1940.'",Modern,Performance Art
189,189,189,3.000 USD,JOHN GIBSON,92.0,Small Ball,2003,"Signed, dated and numbered in pencil on recto",Good overall condition.Not examined out of frame.Minor sheet undulation.,Contemporary,Realism
190,190,190,5.000 USD,Robert  Motherwell,181.0,Blue Gesture (Octavior Paz),1988,Signed and numbered in pencil lower right,Good overall condition.Not examined out of frame.Sheet undulation.,Post-War,Abstract Expressionism
191,191,191,3.600 USD,Ferdinand Bassot,0.0,Pretty in Pink,Late 19th Century ,Signed F Bassot lower right ,"The canvas is relined. Very fine pigment separation in the greens in left half of composition and in her hair. Small spot of discoloration on the figure's forehead. Under UV light, there is fine craquelure filling in the figure's hair above her forehead and to surrounding green background; two lines of vertical inpainting along stretcher bar, concentrated on her proper left arm and on the dress, continuing on her proper right hand; possible repaired tear circa 3 inches at lower center.",19th Century,Realism
192,192,192,19.200 USD,Carl (Christian Edvard Otto) Carlsen,0.0,A Forest Walk in Autumn,1892,Signed and dated Carl. Carlsen./ 1892 lower right ,"The canvas is unlined. The paint surface is in good condition with thick impasto except for very fine pigment separation on the central figure's coat and on the tree trunk at right, in a small area. Under UV light, no evidence of inpainting.",19th Century,Impressionism
193,193,193,4.000 USD,Eric Fischl,151.0,"Two Bathers, Black and White",2007,Signed E Fischl lower right verso; numbered 33/98 lower left verso,Not examined out of frame.Overall very good condition.,Contemporary,Expressionism
194,194,194,2.250 USD,"Patrick Caulfield, R.A.",140.0,For John Constable,1976,Signed and numbered lower right,"Very good overall condition.Not examined out of frame.Frame with occasional minor marks, nicks and scratches.",Post-War,Pop Art
195,195,195,1.000 USD,John Bankston,0.0,The Inventor ,2012,"Signed, titled and dated John Bankston The Inventory, 2012 verso; marked Acrylic on canvas verso",Overall very good condition.,Contemporary,Pop Art
196,196,196,15.000 USD,Ansel Adams,148.0,"Fresh Snow, Yosemite Valley, California ",1947,Signed lower right recto,Water stain or smudge on mat on top left corner.Not examined out of frame.No obvious signs of wear to art.,Post-War,Realism
197,197,197,10.000 USD,William Wegman,126.0,"'Letters, Numbers, Punctuation'",1993,"Each signed, dated, editioned '22/26,' and numbered or lettered sequentially in pencil on the reverse.",This portfolio composed of 44 gelatin silver prints is in generally excellent condition. The edges of each sheet bow upward slightly. The cloth clamshell box is very slightly soiled at the corners and edges.,Contemporary,Conceptual 
198,198,198,3.000 USD,Michael Williams,0.0,Untitled (One Fourth Jew),2010,[nan],Overall very good condition.Not examined out of frame.Minor sheet undulation.,Contemporary,Conceptual 
199,199,199,28.000 USD,Agnieszka  Pilat,0.0,B70 Mother and Child ,2021,Stamped Pilat lower right verso,Overall excellent condition ,Contemporary,Abstract
200,200,200,32.000 USD,Agnieszka  Pilat,0.0,B70 Multiples,2021,Stamped Pilat lower right verso ,Overall excellent condition,Contemporary,Abstract
201,201,201,3.000 USD,Hayal Pozanti,166.0,Active Cell,2014,"Signed by artist and numbered, front",Very good condition,Contemporary,Geometric Abstraction
202,202,202,8.500 USD,William Wegman,126.0,Enframed,1995,"Signed ""Thanks Nancy"" William Wegman on verso",Very good condition,Post-War,Realism
203,203,203,15.000 USD,Philip Guston,164.0,Rug,1980,"Signed by artist and numbered, recto",Very good condition,Post-War,Social Realism
204,204,204,7.500 USD,Allison V. Smith,0.0,Refinery Road (one of three),2007,[nan],Very good condition,Contemporary,Realism
205,205,205,7.500 USD,Allison V. Smith,0.0,Refinery Road (one of three),2007,[nan],Very good condition,Contemporary,Realism
206,206,206,3.500 USD,Vernon Fisher,93.0,Objects in the Field,1990,"Signed by artist and numbered, recto",Very good condition,Post-War,Conceptual 
207,207,207,3.680 USD,Charles Arnoldi,142.0,Skylar,2013,"Signed by artist and numbered, recto",Very good condition,Contemporary,Abstract Expressionism
208,208,208,7.500 USD,Allison V. Smith,0.0,Refinery Road (one of three),2007,[nan],Very good condition,Contemporary,Realism
209,209,209,12.000 USD,Victoria Sambunaris,89.0,"Untitled (White Trains on Salt Flats, I-80, Great Salt Lake Desert, Utah)",2010,[nan],Very good condition,Contemporary,Realism
210,210,210,3.000 USD,Donald Sultan,129.0,Black Flowers 1,1996,"Signed by artist and numbered, recto",Very good condition,Post-War,Expressionism
211,211,211,5.500 USD,Hung Liu,138.0,Migrant Child: with Bunny,2019,"Signed by artist and numbered, recto",Very good condition,Contemporary,Realism
212,212,212,3.680 USD,Charles Arnoldi,142.0,Walter,2013,"Signed by artist and numbered, recto",Very good condition,Contemporary,Abstract Expressionism
213,213,213,13.000 USD,Jim Dine,158.0,Cream and Red Robe on a Stone,2010,"Signed by artist and numbered, recto",Very good condition,Contemporary,Pop Art
214,214,214,1.840 USD,Hayal Pozanti,166.0,A Sacred Canopy,2014,"Signed by artist and numbered, recto",Very good condition,Contemporary,Geometric Abstraction
215,215,215,54.000 USD,Mario Schifano,0.0,Studio per K Sogno Di F.L.S.,[nan],"signed by artist, front",Very good condition,Post-War,Abstract Expressionism
216,216,216,10.000 USD,Biff Elrod,0.0,Side Glance Two ,2017,signed verso ,[nan],Contemporary,Pop Art
217,217,217,5.000 USD,Mike Reesé,0.0,Greed Sweet Like Candy,2021,Signed and titled on the reverse,Excellent condition.,Contemporary,Pop Art
218,218,218,5.000 USD,Carlos W. Desrosiers,0.0,Creation no. 008,2021,Signed verso,Excellent condition.,Contemporary,Abstract
219,219,219,2.500 USD,Louise Donegan,0.0,Requin Rouge,2016,Signed recto Accompanied by a certificate of authenticity,Excellent condition.,Contemporary,Pop Art
220,220,220,20.000 USD,Tom  Wesselmann,152.0,Sunset Nude with Yellow Tulips,2004 - 2006,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Pop Art
221,221,221,25.000 USD,Tom  Wesselmann,152.0,Still Life with Blonde and Goldfish,2000,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Pop Art
222,222,222,24.000 USD,Ed  Ruscha,173.0,Rusty Signs - Dead End 1,2014,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
223,223,223,20.000 USD,Ed  Ruscha,173.0,Rusty Signs - Cash for Tools 1,2014,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
224,224,224,9.000 USD,Ed  Ruscha,173.0,Petro Plots: Laurel Canyon/Ventura Boulevard,2001,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
225,225,225,9.000 USD,Ed  Ruscha,173.0,Petro Plots: Hollywood/Vine,2001,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
226,226,226,15.000 USD,Ed  Ruscha,173.0,"New Wood, Old Wood",2007,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
227,227,227,18.000 USD,Jorge Pardo,89.0,Untitled,2006,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
228,228,228,25.000 USD,Louise  Bourgeois,147.0,Crochet V,1998,[nan],"The work is in excellent condition, direct from the publisher.",Post-War,Feminist Art 
229,229,229,5.000 USD,Mimmo Paladino,112.0,California Suite No. 10,2004,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Expressionism
230,230,230,25.000 USD,Louise  Bourgeois,147.0,Crochet IV,1998,[nan],"The work is in excellent condition, direct from the publisher.",Post-War,Feminist Art 
231,231,231,14.000 USD,John Baldessari,128.0,Stonehenge (With Two Persons) Blue,2005,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
232,232,232,22.000 USD,John Baldessari,128.0,Concrete Couples,2015,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
233,233,233,12.000 USD,John Baldessari,128.0,BLAH,2018,[nan],"The work is in excellent condition, direct from the publisher.",Contemporary,Pop Art
234,234,234,15.000 USD,Elizabeth Murray,148.0,Shack,1994,"Signed mid-work, far right","The work is in excellent condition, direct from the publisher.",Post-War,Abstract
235,235,235,9.500 USD,Robert Rauschenberg,125.0,Back-up (Ground Rules),1997,Signed lower right,"The work is in excellent condition, direct from the publisher.",Post-War,Conceptual 
236,236,236,40.000 USD,Jasper Johns,189.0,Untitled,2018,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Pop Art
237,237,237,35.000 USD,Jasper Johns,189.0,Regrets,2014,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Abstract
238,238,238,12.000 USD,Helen Frankenthaler,141.0,Causeway,2001,Signed lower right,"This work is in excellent condition, direct from the publisher.",Contemporary,Abstract
239,239,239,15.000 USD,Kiki Smith,127.0,Friend,2008,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Expressionism
240,240,240,15.000 USD,Kiki Smith,127.0,Fortune,2008,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Expressionism
241,241,241,1.500 USD,Marina Adams,123.0,Untitled 2,2018,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Abstract
242,242,242,7.500 USD,Terry Winters,123.0,Fate Map,2013,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Abstract
243,243,243,2.500 USD,Ed  Ruscha,173.0,Bow-Tie Rivet (Bow-Tie Landscapes),2003,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Realism
244,244,244,9.000 USD,Martin Puryear,145.0,Untitled (State 1),2016,Signed lower right,"The work is in excellent condition, direct from the publisher.",Contemporary,Minimalism
245,245,245,7.960 USD,Carroll  Dunham,140.0,Untitled (March_31_2015),2015,Signed on upper right,"The work is in excellent condition, direct from the publisher.",Contemporary,Expressionism
246,246,246,15.000 USD,Carmen Herrera,170.0,Island,2020,Signed verso,"The work is in excellent condition, direct from the publisher.",Contemporary,Geometric Abstraction
247,247,247,45.000 USD,Christopher Wool,156.0,Untitled (Triptych),1998,"Signed, dated and numbered in pencil","The work is in excellent condition, direct from the publisher.",Contemporary,Abstract
248,248,248,9.500 USD,Didier Vermeiren,0.0,"Lenticular Photographs, Los Angeles Studio, 2008",2008,Signed on certificate attached to back of frame,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
249,249,249,3.500 USD,Giuseppe Penone,128.0,Brain I,2000,"Signed in pencil at bottom right edge, numbered bottom left","The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
250,250,250,4.500 USD,Giuseppe Penone,128.0,Brain II,2000,"Signed in pencil bottom right edge, numbered bottom left","The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
251,251,251,21.000 USD,Abelardo Morell,130.0,After Hitchcock: Psycho. House. Tent-Camera Image,2018,"Signed and numbered in pen on a label, on verso of Dibond mount","The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
252,252,252,4.000 USD,Guillermo Kuitca,85.0,Coat Check,2002,"Signed, dated and editioned lower right","The work is in excellent condition, direct from the publisher.",Contemporary,Geometric Abstraction
253,253,253,35.000 USD,Sam  Francis,130.0,Untitled (sfm 83-471),1983,"Signed ""Sam Francis"" in pencil on verso, inscribed ""SFM83-471 25 X 31-1/2"" in pencil on verso","The work is in excellent condition, direct from the publisher.",Contemporary,Abstract Expressionism
254,254,254,25.000 USD,Elger Esser,95.0,Hoquiam,2008,Signed on label,"The work is in excellent condition, direct from the publisher.",Contemporary,Realism
255,255,255,7.500 USD,Matthew Brandt,138.0,"Box, SN1987A-4420-sm.tif",2019,Signed on label on verso,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
256,256,256,7.500 USD,Matthew Brandt,138.0,"Box, Bar-pt1-pl014_sm.jpg",2019,Signed on label on verso,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
257,257,257,22.500 USD,Valérie Belin,138.0,White Narcissus in Orange (Colour Wonder),2018,Signed on labels on Dibond on verso,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
258,258,258,12.500 USD,Marina Abramović,0.0,Chair for the Spirit Chair for Man,1999,Signed in pencil and numbered,"The work is in excellent condition, direct from the publisher.",Contemporary,Conceptual 
259,259,259,9.500 USD,Yong Jo Ji,0.0,Nirvana ,2014,[nan],Overall excellent condition.,Contemporary,Abstract
260,260,260,32.000 USD,Mel  Bochner,161.0,"Measurement: 41""/22""",1998,"i. signed, titled and dated 1998 on the reverseii. titled on the reverseiii. titled on the reverse",Unframed. In good condition overall.,Contemporary,Conceptual 
261,261,261,8.000 USD,Jennifer Bartlett,119.0,"Homan-Ji III, 216A",[nan],Signed and dated lower right recto in pencil,Excellent condition. Paper has decked edges. Pinhole in each corner.,Contemporary,Conceptual 
262,262,262,12.000 USD,Amedeo Simonetti,0.0,The Harem's Cobbler,Late 19th Century ,Signed Amedeo Simonetti and inscribed Roma (lower right),"Watercolor and gouache on card, hinged to a back mat with tape at the edges. There is slight rippling to the card. The surface is in generally good condition, aside from minor surface dirt and dust; some mat staining at the edges; very faint, scattered foxing and a few isolated tiny pin dot accretions; a pin dot loss at center right; and some very fine craquelure to the darker pigments on the man's sleeve at lower right and shadow of the tablecloth. The colors remain fresh. Additional former tape mounts visible verso.Framed in a gold frame with floral motifs and ready to hang in its current state.",19th Century,Traditional
263,263,263,48.000 USD,Matt Mullican,79.0,Untitled (Cosmology Signs),1991,Signed and dated verso,Excellent condition.,Contemporary,Conceptual 
264,264,264,11.000 USD,Antonio Carreno,0.0,Allegorical #2,2016,Signed lower right recto,Excellent condition.,Contemporary,Abstract Expressionism
265,265,265,11.000 USD,Antonio Carreno,0.0,Allegorical,2016,Signed lower right recto,Excellent condition.,Contemporary,Abstract Expressionism
266,266,266,40.000 USD,Frank Schroeder,0.0,Tales of God,2016,Signed lower left recto,Excellent condition.,Contemporary,Expressionism
267,267,267,30.000 USD,Danny Simmons,138.0,The Golden Path,2016,Signed verso,Excellent condition.,Contemporary,Abstract Expressionism
268,268,268,11.000 USD,Antonio Carreno,0.0,Racing Divine,2016,Signed lower right recto,Excellent condition.,Contemporary,Abstract Expressionism
269,269,269,30.000 USD,Danny Simmons,138.0,Traveling,2016,Signed verso,Excellent condition.,Contemporary,Abstract Expressionism
270,270,270,40.000 USD,Frank Schroeder,0.0,Endless Summer in the Garden,2016,Signed lower left recto,Excellent condition.,Contemporary,Abstract
271,271,271,40.000 USD,Frank Schroeder,0.0,1001 Nights,2016,Signed lower left recto,Excellent condition.,Contemporary,Abstract
272,272,272,6.000 USD,Mieke Marple,0.0,Exotic Garden (Venus Fly Trap),2021,Signed verso,Excellent condition.,Contemporary,Feminist Art 
273,273,273,6.000 USD,Mieke Marple,0.0,Exotic Garden (Flora),2021,Signed verso,Excellent condition.,Contemporary,Feminist Art 
274,274,274,19.000 USD,Henry Gunderson,0.0,Neurochamber,2019,Signed verso,Excellent condition.,Contemporary,Realism
275,275,275,12.000 USD,Mieke Marple,0.0,Bad Feminist (Blue Lace Medusa),2019,Signed verso,Excellent condition.,Contemporary,Feminist Art 
276,276,276,20.000 USD,Henry Gunderson,0.0,Down So Long It Looks Up,2019,Signed verso,Excellent condition.,Contemporary,Surrealism
277,277,277,22.500 USD,Christine Wang,160.0,Woman Yacht,2019,Signed verso,Excellent condition.,Contemporary,Realism
278,278,278,6.000 USD,Mieke Marple,0.0,Erotic Garden (Lily),2021,Signed verso,Excellent condition.,Contemporary,Feminist Art 
279,279,279,12.000 USD,Christine Wang,160.0,Leo Baby,2020,Signed verso,Excellent condition.,Contemporary,Realism
280,280,280,20.000 USD,Henry Gunderson,0.0,Scissor Lock,2019,Signed verso,Excellent condition.,Contemporary,Realism
281,281,281,8.500 USD,Dimitri Berea,0.0,"Untitled, Harbor Scene",1960 - 1969,Signed lower right recto,Not examined out of frame.No obvious signs of wear to art.Small nick and some scratches to the frame.Brown paper verso torn.  ,Post-War,Post-Impressionism
282,282,282,5.000 USD,Raymond Cauchetier,0.0,"'À bout de souffle' (Belmondo and Seberg, Champs Elysées, Paris)",1959,"Signed, titled and dated in pencil verso",Excellent condition.,Post-War,Realism
283,283,283,7.000 USD,Douglas Kirkland,0.0,"Audrey Hepburn, Paris",1965,Signed Certificate of Authenticity,Excellent condition.,Post-War,Realism
284,284,284,10.000 USD,Michael Kenna,86.0,"Ile de La Cite (Merci HCB), Paris, France",1992,"Signed, numbered, and dated in pencil recto; Signed, titled, dated and numbered with photographer's copyright stamp verso",Excellent condition.,Post-War,Realism
285,285,285,5.000 USD,Norman Parkinson,126.0,Cardin Hat Over Paris,1948,"Signed, stamped, titled and numbered by the Norman Parkinson Archive",Excellent condition.,Post-War,Realism
286,286,286,9.500 USD,Frances McLaughlin-Gill,0.0,"Fiona Campbell, The Palace at Versailles, Paris",1950,"Signed, dated and titled in pencil verso",Excellent condition.,Post-War,Realism
287,287,287,15.000 USD,Horst P. Horst,153.0,Dali Costumes - Paris,1939,"Blindstamped on recto; Signed, titled and dated in pencil and with photographer's stamp on verso",Excellent condition.,Modern,Realism
288,288,288,8.000 USD,Marc Riboud,140.0,"Yves Saint-Laurent, Paris",1964,Signed verso in pencil and with photographer's stamp,Excellent condition.,Post-War,Realism
289,289,289,6.000 USD,William Klein,168.0,Serge Gainsbourg (Cover for 'Love on the Beat' Album),1984,Signed in ink on the photographer's label on verso,Excellent condition.,Post-War,Realism
290,290,290,8.000 USD,Frances McLaughlin-Gill,0.0,Dior Black - Paris Collections for Vogue Magazine,1952,"Signed, dated and titled in pencil verso",Excellent condition.,Post-War,Realism
291,291,291,6.000 USD,William Klein,168.0,"Dorothy + Little Bara, Paris",1960,"Signed, dated and titled in pencil verso",Excellent condition.,Post-War,Realism
292,292,292,25.000 USD,George Hoyningen-Huene,0.0,"Divers, Paris",1930,"Embossed with photographer's stamp; Signed and inscribed ""From the collection of Horst"" by Horst P. Horst in pencil on verso",[nan],Modern,Realism
293,293,293,50.000 USD,Lillian Bassman,120.0,"Across the Restaurant at Le Grand Vefour, Barbara Mullen, Harper's Bazaar, Paris [Dress by Jacques Fath]",1949,Signed in pencil verso,Excellent condition.,Post-War,Realism
294,294,294,2.700 USD,Russell Young,142.0,Bardot,2007,Signed and numbered recto,Excellent condition.,Contemporary,Pop Art
295,295,295,16.000 USD,Russell Young,142.0,Marilyn Crying,2019,"Signed and numbered ""JX"" verso",Excellent condition.,Contemporary,Pop Art
296,296,296,15.000 USD,Russell Young,142.0,Elizabeth Taylor Portrait,2008,"Signed and numbered ""RY2008"" verso",Excellent condition.,Contemporary,Pop Art
297,297,297,22.000 USD,Russell Young,142.0,Audrey Hepburn,2019,"Signed and numbered ""FX"" verso",Excellent condition.,Contemporary,Pop Art
298,298,298,5.100 USD,Russell Young,142.0,Marilyn Hope,2013,Signed and numbered recto,Excellent condition.,Contemporary,Pop Art
299,299,299,5.100 USD,Russell Young,142.0,Marilyn Portrait,2011,Signed and numbered recto,Excellent condition.,Contemporary,Pop Art
300,300,300,32.000 USD,Russell Young,142.0,Kate Moss Diptych,2015,"Signed and numbered ""BII"" verso",Excellent condition.,Contemporary,Pop Art
301,301,301,15.000 USD,Russell Young,142.0,Elizabeth Taylor,2005,Signed and numbered verso,Excellent condition.,Contemporary,Pop Art
302,302,302,15.000 USD,Russell Young,142.0,Elizabeth Taylor,2005,Signed and numbered verso,Excellent condition.,Contemporary,Pop Art
303,303,303,15.000 USD,Russell Young,142.0,Elizabeth Taylor Portrait,2008,Signed and numbered verso,Excellent condition.,Contemporary,Pop Art
304,304,304,22.000 USD,Russell Young,142.0,Audrey Hepburn,2019,"Signed and numbered ""EX"" verso",Excellent condition.,Contemporary,Pop Art
305,305,305,15.000 USD,Russell Young,142.0,Elvis,2007,Signed and numbered verso,Excellent condition.,Contemporary,Pop Art
306,306,306,2.700 USD,Russell Young,142.0,Bardot,2007,Signed and numbered recto,Excellent condition.,Contemporary,Pop Art
